request_id,n_calls,api_in_tokens,api_out_tokens,local_sec
208,2,547,696,0.0
209,2,480,639,0.0
210,2,452,504,0.0
211,2,622,543,0.0
212,2,454,356,0.0
213,2,470,341,0.0
214,2,523,448,0.0
215,2,452,406,0.0
216,2,483,565,0.0
217,2,466,460,0.0
218,2,448,456,0.0
219,2,480,480,0.0
220,2,455,530,0.0
221,2,447,455,0.0
222,2,390,469,0.0
223,2,445,470,0.0
224,2,493,587,0.0
225,2,521,490,0.0
251,2,447,374,0.0
252,2,609,681,0.0
253,2,486,365,0.0
254,2,513,432,0.0
255,2,450,368,0.0
256,2,515,512,0.0
257,2,494,364,0.0
258,2,443,362,0.0
259,2,499,459,0.0
260,2,466,341,0.0
261,2,556,644,0.0
262,2,469,330,0.0
263,2,519,521,0.0
264,2,463,363,0.0
265,2,322,44,0.0
266,2,563,510,0.0
267,2,543,510,0.0
268,2,413,393,0.0
269,2,627,504,0.0
270,2,473,235,0.0
271,2,521,422,0.0
272,2,587,528,0.0
273,2,542,422,0.0
274,2,677,686,0.0
275,2,461,462,0.0
276,2,483,401,0.0
277,2,506,427,0.0
278,2,526,478,0.0
279,2,555,305,0.0
280,2,477,452,0.0
281,2,424,487,0.0
282,2,510,443,0.0
283,2,427,370,0.0
284,2,499,426,0.0
285,2,572,492,0.0
286,2,540,706,0.0
287,2,606,597,0.0
288,2,447,410,0.0
289,2,476,492,0.0
290,2,440,310,0.0
291,2,521,660,0.0
292,2,437,388,0.0
293,2,454,206,0.0
294,2,635,581,0.0
295,2,531,492,0.0
296,2,387,319,0.0
297,2,493,661,0.0
298,2,448,466,0.0
299,2,513,427,0.0
300,2,441,506,0.0
326,2,582,804,0.0
327,2,508,737,0.0
328,2,588,692,0.0
329,2,601,836,0.0
330,2,468,605,0.0
331,2,501,736,0.0
332,2,308,253,0.0
333,2,535,659,0.0
334,2,507,635,0.0
335,2,481,361,0.0
336,2,613,814,0.0
337,2,556,574,0.0
338,2,577,798,0.0
339,2,564,523,0.0
340,2,578,700,0.0
341,2,467,235,0.0
342,2,499,348,0.0
343,2,516,446,0.0
344,2,301,98,0.0
345,2,428,311,0.0
346,2,502,716,0.0
347,2,580,614,0.0
348,2,501,705,0.0
349,2,569,736,0.0
350,2,590,811,0.0
376,2,438,196,0.0
377,2,444,226,0.0
378,2,479,371,0.0
379,2,430,189,0.0
380,2,500,578,0.0
381,2,467,479,0.0
382,2,455,345,0.0
383,2,461,446,0.0
384,2,453,438,0.0
385,2,461,487,0.0
386,2,461,307,0.0
387,2,552,666,0.0
388,2,424,156,0.0
389,2,441,190,0.0
390,2,440,183,0.0
391,2,487,217,0.0
392,2,573,571,0.0
393,2,442,217,0.0
394,2,438,372,0.0
395,2,459,237,0.0
396,2,514,270,0.0
397,2,408,167,0.0
398,2,498,243,0.0
399,2,549,367,0.0
400,2,529,462,0.0
401,2,442,184,0.0
402,2,485,258,0.0
403,2,533,277,0.0
404,2,398,143,0.0
405,2,502,531,0.0
406,2,430,183,0.0
407,2,514,262,0.0
408,2,558,307,0.0
409,2,393,139,0.0
410,2,460,203,0.0
411,2,471,369,0.0
412,2,546,416,0.0
413,2,474,209,0.0
414,2,437,438,0.0
415,2,417,259,0.0
416,2,456,204,0.0
417,2,505,251,0.0
418,2,567,549,0.0
419,2,624,365,0.0
420,2,529,427,0.0
421,2,445,182,0.0
422,2,459,445,0.0
423,2,440,188,0.0
424,2,521,427,0.0
425,2,590,494,0.0
1,2,457,607,0.0
2,2,545,676,0.0
3,2,495,667,0.0
4,2,541,494,0.0
5,2,438,546,0.0
