request_id,n_calls,api_in_tokens,api_out_tokens,local_sec
59,2,625,612,0.0
6,2,625,605,0.0
60,2,629,599,0.0
61,2,627,589,0.0
62,2,624,646,0.0
63,2,629,596,0.0
64,2,626,654,0.0
65,2,623,591,0.0
66,2,626,637,0.0
67,2,628,599,0.0
68,2,501,480,0.0
69,2,626,662,0.0
7,2,508,466,0.0
70,2,625,600,0.0
71,2,628,688,0.0
72,2,629,684,0.0
73,2,629,604,0.0
74,2,628,587,0.0
75,2,629,589,0.0
8,2,595,620,0.0
9,2,629,617,0.0
