request_id,n_calls,api_in_tokens,api_out_tokens,local_sec
327,2,761,649,0.0
328,4,2221,1378,0.0
329,5,3404,2190,0.0
330,5,3247,1976,0.0
331,2,754,580,0.0
332,5,2590,1345,0.0
333,2,755,612,0.0
334,2,684,505,0.0
335,5,2623,1601,0.0
336,4,2216,1272,0.0
337,5,2649,1545,0.0
338,5,2966,1987,0.0
339,4,1747,972,0.0
340,2,765,589,0.0
341,5,2003,1148,0.0
342,5,2226,1261,0.0
343,5,2237,1212,0.0
344,5,1894,987,0.0
345,4,1461,719,0.0
346,5,3019,1815,0.0
347,4,2164,1274,0.0
348,4,2325,1327,0.0
349,2,769,596,0.0
350,2,769,581,0.0
376,4,916,434,0.0
377,5,1376,609,0.0
378,5,1269,519,0.0
379,2,289,110,0.0
380,5,3400,2247,0.0
381,5,2554,1571,0.0
382,4,1471,775,0.0
383,4,1851,1098,0.0
384,5,2192,1232,0.0
385,5,2648,1680,0.0
386,4,1421,698,0.0
387,5,2131,1284,0.0
388,2,262,68,0.0
389,2,252,78,0.0
390,2,262,79,0.0
391,2,274,70,0.0
392,2,632,566,0.0
393,2,297,133,0.0
394,2,516,368,0.0
395,2,755,621,0.0
396,2,271,90,0.0
397,5,1353,600,0.0
398,2,263,82,0.0
399,2,354,179,0.0
4,5,3335,1986,0.0
400,4,1592,896,0.0
401,2,267,84,0.0
402,2,404,263,0.0
403,2,274,84,0.0
404,2,309,124,0.0
405,2,550,390,0.0
406,2,282,102,0.0
407,2,267,100,0.0
408,2,283,110,0.0
409,2,270,102,0.0
410,2,283,127,0.0
411,4,872,439,0.0
412,2,308,137,0.0
413,2,443,273,0.0
414,5,3077,1985,0.0
415,2,289,124,0.0
416,2,364,238,0.0
417,4,938,426,0.0
418,4,892,351,0.0
419,2,276,94,0.0
420,2,337,159,0.0
421,2,270,81,0.0
422,5,2874,1840,0.0
423,2,335,158,0.0
424,2,296,141,0.0
425,2,464,281,0.0
5,5,3393,2249,0.0
51,2,744,562,0.0
52,4,1834,1064,0.0
53,4,2379,1410,0.0
54,2,730,570,0.0
55,5,3650,2407,0.0
56,2,675,495,0.0
57,2,678,540,0.0
58,2,720,602,0.0
59,4,2407,1478,0.0
6,5,3603,2368,0.0
60,5,3332,2079,0.0
61,5,3690,2445,0.0
62,2,759,631,0.0
63,5,3354,2099,0.0
64,5,3617,2377,0.0
65,2,756,592,0.0
66,5,3578,2335,0.0
67,4,2462,1504,0.0
68,5,2996,1930,0.0
69,2,757,590,0.0
7,4,2378,1557,0.0
70,4,2411,1404,0.0
71,2,761,587,0.0
72,5,3389,2134,0.0
73,4,2403,1470,0.0
74,4,2401,1490,0.0
75,2,764,572,0.0
8,5,3517,2310,0.0
9,2,763,570,0.0
