request_id,n_calls,api_in_tokens,api_out_tokens,local_sec
330,4,850,1002,0.0
331,4,821,925,0.0
332,4,834,814,0.0
333,4,929,1034,0.0
334,4,821,882,0.0
335,4,855,790,0.0
336,4,860,914,0.0
337,4,782,470,0.0
338,4,882,966,0.0
339,4,859,749,0.0
340,4,805,867,0.0
341,4,827,667,0.0
342,4,792,514,0.0
343,4,857,730,0.0
344,4,834,423,0.0
345,4,791,667,0.0
346,4,745,865,0.0
347,4,837,783,0.0
348,4,842,891,0.0
349,4,935,955,0.0
350,4,811,1064,0.0
376,4,830,607,0.0
377,4,737,415,0.0
378,4,738,529,0.0
379,4,814,388,0.0
380,4,788,655,0.0
381,4,770,763,0.0
382,4,816,699,0.0
383,4,824,646,0.0
384,4,826,426,0.0
385,4,816,674,0.0
386,4,849,647,0.0
387,4,823,681,0.0
388,4,769,380,0.0
389,4,782,393,0.0
390,4,817,383,0.0
391,4,793,421,0.0
392,4,820,727,0.0
393,4,857,391,0.0
394,4,809,723,0.0
395,4,809,818,0.0
396,4,796,485,0.0
397,4,800,439,0.0
398,4,773,376,0.0
399,4,897,469,0.0
4,4,1001,971,0.0
400,4,803,543,0.0
401,4,855,522,0.0
402,4,783,986,0.0
403,4,868,461,0.0
404,4,810,614,0.0
405,4,849,705,0.0
406,4,822,540,0.0
407,4,736,496,0.0
408,4,807,540,0.0
409,4,918,714,0.0
410,4,850,621,0.0
411,4,845,645,0.0
412,4,771,470,0.0
413,4,899,701,0.0
414,4,879,923,0.0
415,4,811,620,0.0
416,4,769,1014,0.0
417,4,786,616,0.0
418,4,897,491,0.0
419,4,744,564,0.0
420,3,608,589,0.0
421,4,846,670,0.0
422,4,812,705,0.0
423,4,884,596,0.0
424,4,873,652,0.0
425,4,877,635,0.0
5,4,825,893,0.0
51,4,740,870,0.0
52,4,740,790,0.0
53,4,826,932,0.0
54,4,739,1127,0.0
55,4,744,1084,0.0
56,4,1032,789,0.0
57,4,808,867,0.0
58,4,745,1028,0.0
59,4,739,1040,0.0
6,4,823,857,0.0
60,4,854,813,0.0
61,4,859,897,0.0
62,4,906,887,0.0
63,4,840,959,0.0
64,4,851,879,0.0
65,4,748,867,0.0
66,4,767,1171,0.0
67,4,983,1024,0.0
68,4,731,922,0.0
69,3,603,929,0.0
7,4,831,829,0.0
70,3,599,977,0.0
71,4,708,1070,0.0
72,4,741,854,0.0
73,4,733,964,0.0
74,4,850,902,0.0
75,4,744,969,0.0
8,4,817,931,0.0
9,4,851,954,0.0
