request_id,n_calls,api_in_tokens,api_out_tokens,local_sec
219,4,2720,800,0.0
22,4,2156,621,0.0
220,4,3661,1212,0.0
221,4,3031,895,0.0
222,4,3287,1007,0.0
223,4,3113,988,0.0
224,4,3592,1113,0.0
225,4,2901,905,0.0
23,4,3740,1244,0.0
24,4,3393,1011,0.0
25,4,3621,1208,0.0
251,4,2627,771,0.0
252,4,3147,960,0.0
253,4,2259,640,0.0
254,4,2385,702,0.0
255,4,2253,621,0.0
256,4,2757,774,0.0
257,4,2343,676,0.0
258,4,2993,892,0.0
259,4,2101,543,0.0
260,4,2875,962,0.0
261,4,3786,1185,0.0
262,4,2566,765,0.0
263,4,2675,820,0.0
264,4,2288,600,0.0
265,4,2021,540,0.0
266,4,2428,673,0.0
267,4,2614,789,0.0
268,4,2794,888,0.0
269,4,2782,780,0.0
270,4,2993,915,0.0
271,4,2314,618,0.0
272,4,2659,867,0.0
273,4,2577,786,0.0
274,4,2888,892,0.0
275,4,3053,1034,0.0
276,4,2229,581,0.0
277,4,2762,852,0.0
278,4,2775,943,0.0
279,4,2496,735,0.0
280,4,2953,896,0.0
281,4,3396,1004,0.0
282,4,2790,907,0.0
283,4,2741,842,0.0
284,4,3589,1145,0.0
285,4,3137,1054,0.0
286,4,3715,1278,0.0
287,4,2712,817,0.0
288,4,2931,900,0.0
289,4,3245,1074,0.0
290,4,2741,844,0.0
291,4,3521,1179,0.0
292,4,2713,865,0.0
293,4,3428,1112,0.0
294,4,2456,861,0.0
295,4,2690,846,0.0
296,4,2617,777,0.0
297,4,2948,922,0.0
298,4,2536,788,0.0
299,4,3010,943,0.0
3,4,3596,1121,0.0
300,4,3189,980,0.0
326,4,3652,1196,0.0
327,4,3779,1256,0.0
328,4,3668,1230,0.0
329,4,3564,1103,0.0
330,4,3864,1336,0.0
331,4,3658,1146,0.0
332,4,3599,1124,0.0
333,4,3872,1279,0.0
334,4,3009,900,0.0
335,4,3213,1059,0.0
336,4,3867,1280,0.0
337,4,3327,1134,0.0
338,4,3700,1233,0.0
339,4,3073,1058,0.0
340,4,3540,1141,0.0
341,4,2674,861,0.0
342,4,2632,759,0.0
343,4,2747,872,0.0
344,4,2807,873,0.0
345,4,2918,973,0.0
346,4,3697,1243,0.0
347,4,2943,906,0.0
348,4,3618,1118,0.0
349,4,3678,1209,0.0
350,4,3706,1233,0.0
376,4,2009,477,0.0
377,4,2018,478,0.0
378,4,1887,446,0.0
379,4,1889,438,0.0
380,4,3415,1009,0.0
381,4,3178,916,0.0
382,4,2632,756,0.0
383,4,2678,770,0.0
384,4,2569,763,0.0
385,4,3163,1074,0.0
386,4,2478,731,0.0
387,4,2690,794,0.0
388,4,1848,376,0.0
389,4,1833,396,0.0
390,4,1837,479,0.0
391,4,1914,430,0.0
392,4,3211,997,0.0
393,4,2256,623,0.0
394,4,2729,794,0.0
395,4,3333,998,0.0
396,4,2077,561,0.0
397,4,1959,479,0.0
398,4,1920,472,0.0
399,4,2293,635,0.0
4,4,3722,1236,0.0
400,4,2596,805,0.0
401,4,2063,558,0.0
402,4,2076,555,0.0
403,4,2107,600,0.0
404,4,2508,732,0.0
405,4,3309,1065,0.0
406,4,2161,566,0.0
407,4,1976,508,0.0
408,4,1893,425,0.0
409,4,1948,464,0.0
410,4,1990,552,0.0
411,4,2415,678,0.0
412,4,2172,609,0.0
413,4,2980,934,0.0
414,4,3672,1269,0.0
415,4,2024,497,0.0
416,4,2460,716,0.0
417,4,2075,555,0.0
418,4,2140,591,0.0
419,4,2040,558,0.0
420,4,2254,588,0.0
421,4,1901,446,0.0
422,4,2993,925,0.0
423,4,2229,678,0.0
424,4,2581,768,0.0
425,4,2892,928,0.0
5,4,3295,1026,0.0
51,4,3408,1014,0.0
52,4,2617,742,0.0
53,4,3579,1161,0.0
54,4,3356,1059,0.0
55,4,3630,1171,0.0
56,4,3552,1149,0.0
57,4,3308,1044,0.0
58,4,3425,1069,0.0
59,4,3729,1316,0.0
6,4,3526,1105,0.0
60,4,3630,1213,0.0
61,4,3611,1130,0.0
62,4,3711,1172,0.0
63,4,3542,1066,0.0
64,4,3521,1073,0.0
65,4,3541,1078,0.0
66,4,3651,1146,0.0
67,4,3543,1126,0.0
68,4,3035,918,0.0
69,4,3613,1116,0.0
7,4,3423,1080,0.0
70,4,3564,1095,0.0
71,4,3634,1216,0.0
72,4,3626,1154,0.0
73,4,3491,1047,0.0
74,4,3598,1136,0.0
75,4,3753,1200,0.0
8,4,3731,1284,0.0
9,4,3630,1144,0.0
