request_id,n_calls,api_in_tokens,api_out_tokens,local_sec
218,1,42,331,0.0
219,1,43,220,0.0
22,1,48,26,0.0
220,1,39,512,0.0
221,1,39,366,0.0
222,1,40,409,0.0
223,1,39,367,0.0
224,1,40,488,0.0
225,1,39,301,0.0
23,1,47,512,0.0
24,1,46,493,0.0
25,1,47,18,0.0
251,1,43,242,0.0
252,1,45,365,0.0
253,1,44,125,0.0
254,1,46,132,0.0
255,1,48,95,0.0
256,1,45,273,0.0
257,1,43,76,0.0
258,1,42,138,0.0
259,1,43,136,0.0
260,1,45,154,0.0
261,1,47,461,0.0
262,1,45,125,0.0
263,1,44,203,0.0
264,1,47,193,0.0
265,1,52,26,0.0
266,1,49,204,0.0
267,1,47,289,0.0
268,1,44,271,0.0
269,1,46,143,0.0
270,1,47,269,0.0
271,1,49,129,0.0
272,1,46,206,0.0
273,1,48,109,0.0
274,1,50,254,0.0
275,1,47,297,0.0
276,1,43,122,0.0
277,1,48,176,0.0
278,1,44,203,0.0
279,1,44,157,0.0
280,1,47,205,0.0
281,1,43,458,0.0
282,1,43,189,0.0
283,1,42,236,0.0
284,1,48,270,0.0
285,1,49,283,0.0
286,1,46,458,0.0
287,1,43,276,0.0
288,1,43,223,0.0
289,1,48,373,0.0
290,1,45,142,0.0
291,1,49,483,0.0
292,1,43,281,0.0
293,1,45,214,0.0
294,1,45,116,0.0
295,1,46,264,0.0
296,1,43,297,0.0
297,1,45,314,0.0
298,1,46,156,0.0
299,1,48,331,0.0
3,1,44,512,0.0
300,1,45,412,0.0
326,1,46,512,0.0
327,1,46,512,0.0
328,1,46,382,0.0
329,1,43,512,0.0
330,1,50,512,0.0
331,1,43,512,0.0
332,1,45,466,0.0
333,1,43,512,0.0
334,1,47,451,0.0
335,1,49,283,0.0
336,1,49,428,0.0
337,1,48,328,0.0
338,1,41,415,0.0
339,1,49,319,0.0
340,1,48,512,0.0
341,1,42,242,0.0
342,1,41,130,0.0
343,1,42,328,0.0
344,1,43,251,0.0
345,1,42,322,0.0
346,1,45,512,0.0
347,1,48,419,0.0
348,1,45,493,0.0
349,1,50,512,0.0
350,1,50,512,0.0
376,1,44,49,0.0
377,1,45,34,0.0
378,1,44,30,0.0
379,1,44,46,0.0
380,1,42,437,0.0
381,1,42,279,0.0
382,1,44,217,0.0
383,1,46,266,0.0
384,1,46,170,0.0
385,1,44,358,0.0
386,1,47,188,0.0
387,1,45,194,0.0
388,1,46,15,0.0
389,1,41,15,0.0
390,1,45,17,0.0
391,1,49,21,0.0
392,1,43,391,0.0
393,1,48,46,0.0
394,1,45,162,0.0
395,1,43,439,0.0
396,1,46,26,0.0
397,1,40,77,0.0
398,1,43,22,0.0
399,1,44,111,0.0
4,1,44,512,0.0
400,1,44,219,0.0
401,1,44,24,0.0
402,1,51,144,0.0
403,1,47,25,0.0
404,1,44,183,0.0
405,1,44,307,0.0
406,1,43,41,0.0
407,1,44,24,0.0
408,1,44,42,0.0
409,1,45,25,0.0
410,1,44,40,0.0
411,1,43,45,0.0
412,1,43,67,0.0
413,1,45,201,0.0
414,1,44,368,0.0
415,1,43,48,0.0
416,1,47,122,0.0
417,1,44,24,0.0
418,1,45,23,0.0
419,1,48,25,0.0
420,1,45,92,0.0
421,1,44,27,0.0
422,1,43,271,0.0
423,1,45,81,0.0
424,1,46,49,0.0
425,1,43,295,0.0
5,1,45,475,0.0
51,1,46,512,0.0
52,1,48,244,0.0
53,1,47,512,0.0
54,1,45,428,0.0
55,1,46,492,0.0
56,1,47,426,0.0
57,1,49,435,0.0
58,1,47,448,0.0
59,1,43,512,0.0
6,1,43,512,0.0
60,1,47,512,0.0
61,1,45,512,0.0
62,1,48,512,0.0
63,1,47,512,0.0
64,1,44,512,0.0
65,1,46,511,0.0
66,1,45,512,0.0
67,1,46,512,0.0
68,1,43,331,0.0
69,1,44,512,0.0
7,1,44,376,0.0
70,1,43,512,0.0
71,1,46,512,0.0
72,1,47,512,0.0
73,1,47,512,0.0
74,1,46,512,0.0
75,1,48,512,0.0
8,1,44,483,0.0
9,1,47,512,0.0
